0  sortseq,0Sort,Call U,mode,band,Output,Input,Call,mNemonic,Location,Service Area,S,ERP,HASL,T/O,Sp,Tone,Notes,Note2,Offset,absoff,sign,tsign,tdup,trpt,longditude,latitude,maidenhead,distsyd,dirsyd,dirkat,distmel,disttmb,txpower,bank
28,2-FM,VK6RPT 2,FM,2,147.6250,147.0250,VK6RPT,-,portable,Statewide,O,-,-,-,WRG,-,,,0.600,0.600,-,MINUS,DUP-,-RPT,,,,,,,,,5,
28,2-FM,VK6RSH 2,FM,2,146.9750,146.3750,VK6RSH,-,portable,Statewide,O,10,-,5,6SH,-,,,0.600,0.600,-,MINUS,DUP-,-RPT,,,,,,,,,5,
28,2-FM,VK6RTH 2,FM,2,146.8000,146.2000,VK6RTH,PerNE,Tic Hill,Perth North East,O,60,230,4,WRG,-,19,,0.600,0.600,-,MINUS,DUP-,-RPT,116.0639376,-31.82576784,OF88ae71qt,3281828,264.1,264.2,2714769.5,3584758.8,5,
28,2-FM,VK6RTP 2,FM,2,146.6250,146.0250,VK6RTP,TomPrc,Tom Price,Tom Price,O,50,1128,5,6DF,-,,,0.600,0.600,-,MINUS,DUP-,-RPT,117.7611628,-22.71923716,OG87vg17ij,3486635,281.9,282.4,3088878.3,3588029.4,5,
28,2-FM,VK6RWR 2,FM,2,146.7000,146.1000,VK6RWR,WickHm,Wickham,North West,O,20,80,-,WNW,-,,,0.600,0.600,-,MINUS,DUP-,-RPT,117.1309256,-20.67371835,OG89nh58rh,3654992,284.7,285.3,3284979.9,3720280.2,5,
28,3-FM,VK6RAA 7,FM,7,439.9500,434.9500,VK6RAA,MtBark,Mt Barker,South Coast,O,25,450,5,6SR,-,54,,5.000,5.000,-,MINUS,DUP-,-RPT,117.6470546,-34.65574682,OF85ti72po,3077814,258.8,258.7,2472069.5,3437154.3,5,
28,3-FM,VK6RAL 7,FM,7,439.9500,434.9500,VK6RAL,Albany,Albany,Albany,O,25,-,-,6SR,-,,,5.000,5.000,-,MINUS,DUP-,-RPT,117.8947009,-35.02478333,OF84wx74ib,3049902,258.1,258.0,2439181.1,3416778.3,5,
28,3-FM,VK6RAP 7,FM,7,439.8000,434.8000,VK6RAP,PerSE1,Roleystone,Perth South East 6/15,X,50,360,5,WRG,123,,,5.000,5.000,-,MINUS,DUP-,-RPT,116.0515497,-32.10005215,OF87av65ex,3275956,263.5,263.6,2704507.6,3584602.4,5,
28,3-FM,VK6RAR 7,FM,7,439.9500,434.9500,VK6RAR,-,portable,Statewide WICEN,O,25,-,-,WWN,-,,,5.000,5.000,-,MINUS,DUP-,-RPT,,,,,,,,,5,
28,3-FM,VK6RAV 7,FM,7,438.5250,433.5250,VK6RAV,-,Hoddy Well,Avon East,O,-,-,-,WRG,-,,,5.000,5.000,-,MINUS,DUP-,-RPT,116.4889882,-31.63104189,OF88fi88qn,3247802,264.6,264.7,2685772.1,3545566.8,5,
28,3-FM,VK6RBN 7,FM,7,438.6750,433.6750,VK6RBN,Busltn,Chapman Hill,Busselton,O,-,130,-,WRG,-,,,5.000,5.000,-,MINUS,DUP-,-RPT,115.3701635,-33.81446999,OF76qe44km,3299794,259.9,259.9,2699989.3,3644603.3,5,
28,3-FM,VK6RBY 7,FM,7,438.6500,433.6500,VK6RBY,Bunbry,Harvey,Bunbury,O,25,20,5,6BRC,-,43,,5.000,5.000,-,MINUS,DUP-,-RPT,115.9260233,-33.10002042,OF76xv15cx,3263954,261.5,261.5,2676552.1,3593425.8,5,
28,3-FM,VK6RCT 7,FM,7,438.5250,433.5250,VK6RCT,Cataby,Yandan Hill,Cataby,O,-,200,-,WRG,-,,,5.000,5.000,-,MINUS,DUP-,-RPT,115.5981692,-30.75836347,OF79tf17sx,3354393,265.9,266.1,2802162.3,3636554.2,5,
28,3-FM,VK6RGF 7,FM,7,438.1250,433.1250,VK6RGF,-,Kalgoorlie,Kalgoorlie,O,25,-,5,6LS,-,,,5.000,5.000,-,MINUS,DUP-,-RPT,121.4727815,-30.7658329,PF09rf66re,2811262,268.8,268.9,2292611.5,3075073.6,5,
28,3-FM,VK6RLM 7,FM,7,438.5250,433.5250,VK6RLM,PerSE2,Roleystone,Perth South East,O,30,360,4,WRG,-,11,,5.000,5.000,-,MINUS,DUP-,-RPT,116.0492017,-32.10161319,OF87av55vo,3276132,263.5,263.6,2704649.8,3584817.0,5,
28,3-FM,VK6RMS 7,FM,7,438.5250,433.5250,VK6RMS,-,Boddington,Boddington,O,-,-,-,WRG,-,,,5.000,5.000,-,MINUS,DUP-,-RPT,116.4508615,-32.96485495,OF87fa48ck,3218874,261.9,262.0,2635445.5,3544593.4,5,
28,3-FM,VK6RNA 7,FM,7,438.7250,433.7250,VK6RNA,-,Wanneroo,Perth,O,40,230,4,6RNA,123,,,5.000,5.000,-,MINUS,DUP-,-RPT,115.8193574,-31.7553979,OF78vf88hq,3306178,264.1,264.2,2739163.1,3608278.7,5,
28,3-FM,VK6RNS 7,FM,7,439.9250,434.9250,VK6RNS,-,Whiteman Park,Perth N suburbs 6/15,X,40,70,5,6NC,-,,,5.000,5.000,-,MINUS,DUP-,-RPT,115.9329413,-31.73334944,OF78xg13wx,3296304,264.2,264.3,2730135.4,3597655.1,5,
28,3-FM,VK6ROT 7,FM,7,439.7000,434.7000,VK6ROT,Rotto,Rottnest Is,Perth Coast,O,20,55,5,6ZTN,-,19,,5.000,5.000,-,MINUS,DUP-,-RPT,115.5248241,-32.00002293,OF77sx29xx,3326919,263.5,263.6,2754830.2,3634782.0,5,
28,3-FM,VK6RPT 7,FM,7,438.0250,433.0250,VK6RPT,-,portable,Statewide,O,20,-,10,WRG,-,,,5.000,5.000,-,MINUS,DUP-,-RPT,,,,,,,,,5,
28,3-FM,VK6RTH 7,FM,7,438.2250,433.2250,VK6RTH,PerNE,Tic Hill,Perth North East,O,40,230,4,WRG,-,19,,5.000,5.000,-,MINUS,DUP-,-RPT,116.0639376,-31.82576784,OF88ae71qt,3281828,264.1,264.2,2714769.5,3584758.8,5,
29,6-DV,VK7RCR C,DV,DST,146.9625,146.3625,VK7RCR C,LenahV,Lenah Valley,Hobart,O,20,160,2,7ZCR,-,,,0.600,0.600,-,MINUS,DUP-,-RPT,147.2779011,-42.86164982,QE37pd33ie,1055438,197.8,193.7,593778.8,1743184.8,5,
29,6-DV,VK7RRR B,DV,DST,438.1250,432.7250,VK7RRR B,-,Richmond,SE Tasmania (G),O,25,-,3,7RRR,-,96,,5.400,5.400,-,MINUS,DUP-,-RPT,147.4216618,-42.74250123,QE37rg01ot,1038977,197.4,193.3,585595.1,1726826.1,5,
29,2-FM,VK7RAA 2,FM,2,147.0000,146.4000,VK7RAA,-,Mt Barrow,N Tasmania,O,100,1400,5,7TAZ,-,59,,0.600,0.600,-,MINUS,DUP-,-RPT,147.4220554,-41.37726594,QE38ro09pk,897725,200.7,195.8,448177.3,1584154.6,5,
29,2-FM,VK7RAC 2,FM,2,147.3750,147.9750,VK7RAC,-,Table Cape,NW Tasmania 6/15,P,-,150,-,7NW,-,,,-0.600,0.600,+,PLUS,DUP+,+RPT,145.720715,-40.95226883,QE29ub61lk,923747,210.1,205.5,354395.2,1598888.7,5,
29,2-FM,VK7RAD 2,FM,2,146.7000,146.1000,VK7RAD,-,Queens Domain,Hobart,O,100,140,3,7OTC,141.3,61,,0.600,0.600,-,MINUS,DUP-,-RPT,147.3103875,-42.84651833,QE37pd76fu,1052945,197.7,193.6,593118.2,1740722.6,5,
29,2-FM,VK7RAD 2,FM,2,147.9750,147.3750,VK7RAD,-,Queens Domain,Hobart,O,100,140,40,7OTC,141.3,62,,0.600,0.600,-,MINUS,DUP-,-RPT,147.3103875,-42.84651833,QE37pd76fu,1052945,197.7,193.6,593118.2,1740722.6,5,
29,2-FM,VK7RAF 2,FM,2,146.6500,146.0500,VK7RAF,-,Mt Faulkner,Hobart,O,50,900,3,7JG,123,60,,0.600,0.600,-,MINUS,DUP-,-RPT,147.1915097,-42.79223288,QE37oe29xu,1050691,198.3,194.2,584129.0,1738267.5,5,
29,2-FM,VK7RAK 2,FM,2,146.8000,146.2000,VK7RAK,-,Gagebrook,NW Hobart,O,-,-,-,7HDM,-,,,0.600,0.600,-,MINUS,DUP-,-RPT,147.2664268,-42.74027497,QE37pg12xi,1043126,198.1,194.0,580802.1,1730776.3,5,
29,2-FM,VK7RBI 2,FM,2,147.3000,147.3000,VK7RBI,-,Alonnah,SE Tasmania,O,-,-,3,7OTC,114.8,61,,0.000,0.000,+,PLUS,DUP+,+RPT,147.2450586,-43.31158781,QE36oq95jf,1103360,197.0,193.1,640124.6,1791299.4,5,
29,2-FM,VK7RCR 2,FM,2,147.8750,146.0750,VK7RCR,-,Lenah Valley,Hobart 6/15,X,20,220,2,7ZCR,123,96,,1.800,1.800,-,MINUS,DUP-,-RPT,147.2779011,-42.86164982,QE37pd33ie,1055438,197.8,193.7,593778.8,1743184.8,5,
29,2-FM,VK7REC 2,FM,2,146.9000,146.3000,VK7REC,-,Snow Hill,East Coast 6/15,X,30,970,-,7TAZ,-,,,0.600,0.600,-,MINUS,DUP-,-RPT,147.8356447,-41.91581919,QE38wc00ge,941025,197.3,192.7,517197.4,1628902.6,5,
29,2-FM,VK7RHT 2,FM,2,146.8500,146.2500,VK7RHT,-,Snug Tiers,Channel,O,100,370,40,7OTC,-,61,,0.600,0.600,-,MINUS,DUP-,-RPT,147.209459,-43.09265209,QE36ov57ds,1081452,197.6,193.6,616138.7,1769252.8,5,
29,2-FM,VK7RMD 2,FM,2,146.6250,146.0250,VK7RMD,-,Mt Duncan,NW Tasmania,O,30,600,5,7NW,-,,,0.600,0.600,-,MINUS,DUP-,-RPT,146.0356037,-41.19458418,QE38at43gh,932427,207.8,203.2,386377.9,1611239.6,5,
29,2-FM,VK7RNW 2,FM,2,146.7500,146.1500,VK7RNW,-,Ulverstone West,Central North Coast,O,30,160,5,7NW,-,,,0.600,0.600,-,MINUS,DUP-,-RPT,146.1209519,-41.12599595,QE38bu49ms,922214,207.7,203.0,380836.6,1601276.6,5,
29,2-FM,VK7RTV 2,FM,2,146.7750,146.1750,VK7RTV,-,Stowport,Central NW Coast,O,70,155,5,TNA,-,,,0.600,0.600,-,MINUS,DUP-,-RPT,145.9078094,-41.12580503,QE28wu89wt,931495,208.6,204.0,376464.6,1609058.2,5,
29,2-FM,VK7RWC 2,FM,2,147.0750,147.6750,VK7RWC,-,Mt Read,West Coast,O,25,1200,3,7RWC,123,59,,-0.600,0.600,+,PLUS,DUP+,+RPT,145.541521,-41.84420647,QE28sd47xj,1015510,207.7,203.5,450167.4,1694157.5,5,
29,3-FM,VK7RAB 7,FM,7,438.5500,433.5500,VK7RAB,-,Mt Arthur,N Tasmania,O,50,1190,3,7TAZ,-,60,,5.000,5.000,-,MINUS,DUP-,-RPT,147.2880332,-41.27753224,QE38pr43nj,892051,201.7,196.7,433090.7,1577836.9,5,
29,3-FM,VK7RAC 7,FM,7,438.6500,433.6500,VK7RAC,-,Table Cape,NW Tasmania,O,3,150,5,7NW,141.3,,,5.000,5.000,-,MINUS,DUP-,-RPT,145.720715,-40.95226883,QE29ub61lk,923747,210.1,205.5,354395.2,1598888.7,5,
29,3-FM,VK7RAF 7,FM,7,438.5500,433.5500,VK7RAF,-,Mt Faulkner,Hobart,O,-,900,-,7JG,-,,,5.000,5.000,-,MINUS,DUP-,-RPT,147.1915097,-42.79223288,QE37oe29xu,1050691,198.3,194.2,584129.0,1738267.5,5,
29,3-FM,VK7RAK 7,FM,7,438.7000,433.7000,VK7RAK,-,Gagebrook,Hobart,O,40,100,-,7HDM,-,,,5.000,5.000,-,MINUS,DUP-,-RPT,147.2664268,-42.74027497,QE37pg12xi,1043126,198.1,194.0,580802.1,1730776.3,5,
29,3-FM,VK7RAL 7,FM,7,439.9000,434.9000,VK7RAL,-,Companion Hill,Hampshire,O,50,825,5,7TAZ,141.3,59,,5.000,5.000,-,MINUS,DUP-,-RPT,145.7281878,-41.34121685,QE28up78jc,959763,208.6,204.2,397017.4,1637177.2,5,
29,3-FM,VK7RBH 7,FM,7,438.0500,433.0500,VK7RBH,-,Ben Lomond,North East Tasmania,O,25,1570,10,7TAZ,-,,,5.000,5.000,-,MINUS,DUP-,-RPT,147.6588142,-41.53306696,QE38tl92bb,906286,199.1,194.3,472971.3,1593564.9,5,
29,3-FM,VK7RCH 7,FM,7,438.5750,433.5750,VK7RCH,-,Grey Mountain,Huon and Channel,O,50,821,5,7HH,123,59,,5.000,5.000,-,MINUS,DUP-,-RPT,147.1161356,-43.09150637,QE36nv38wa,1083970,198.0,194.0,613628.2,1771653.4,5,
29,3-FM,VK7RCR 7,FM,7,438.5250,433.5250,VK7RCR,-,Lenah Valley,Hobart,O,20,220,2,7ZCR,91.5,,,5.000,5.000,-,MINUS,DUP-,-RPT,147.2779011,-42.86164982,QE37pd33ie,1055438,197.8,193.7,593778.8,1743184.8,5,
29,3-FM,VK7RDR 7,FM,7,439.7750,434.7750,VK7RDR,-,Dazzler Range,Northern Tasmania,O,70,155,5,TNA,91.5,,,5.000,5.000,-,MINUS,DUP-,-RPT,146.7193139,-41.2352298,QE38is63hn,908463,204.5,199.8,408549.0,1591585.2,5,
29,3-FM,VK7RDS 7,FM,7,439.7500,434.7500,VK7RDS,-,Mt Nelson,Hobart,O,30,280,4,7SD,-,,,5.000,5.000,-,MINUS,DUP-,-RPT,147.3164265,-42.91953487,QE37pb79xh,1060397,197.5,193.5,600899.0,1748223.5,5,
29,3-FM,VK7REC 7,FM,7,439.7000,434.7000,VK7REC,-,Snow Hill,East Coast,O,-,970,-,7TAZ,-,,,5.000,5.000,-,MINUS,DUP-,-RPT,147.8356447,-41.91581919,QE38wc00ge,941025,197.3,192.7,517197.4,1628902.6,5,
29,3-FM,VK7RIN 7,FM,7,438.5000,433.5000,VK7RIN,-,Barren Tier,Central Tasmania,O,25,1200,-,7TAZ,-,,,5.000,5.000,-,MINUS,DUP-,-RPT,146.7551898,-42.01830202,QE37jx05oo,985317,202.0,197.7,491134.1,1670688.7,5,
29,3-FM,VK7RMD 7,FM,7,438.6000,433.6000,VK7RMD,-,Mt Duncan,NW Tasmania,O,40,600,10,7NW,141.3,,,5.000,5.000,-,MINUS,DUP-,-RPT,146.0356037,-41.19458418,QE38at43gh,932427,207.8,203.2,386377.9,1611239.6,5,
29,3-FM,VK7RML 7,FM,7,439.9500,434.9500,VK7RML,-,Mt Lloyd,Derwent Valley,O,50,932,5,7HH,141.3,59,,5.000,5.000,-,MINUS,DUP-,-RPT,146.960276,-42.84472642,QE37ld57fg,1062990,199.1,195.1,583642.5,1750207.0,5,
29,3-FM,VK7RTC 7,FM,7,439.8250,434.8250,VK7RTC,-,Mt Wellington,Hobart,O,50,1271,5,7TAZ,91.5,59,,5.000,5.000,-,MINUS,DUP-,-RPT,147.2362127,-42.89486475,QE37oc85if,1060080,197.9,193.8,596095.6,1747794.0,5,
30,2-FM,APRSAU,FM,2,145.1750,145.1750,APRSAU,APRSAU,,,,,,,,-,,,0,0,,SIMPLEX,OFF,OFF,,,,,,,,,5,
31,2-FM,APRWIC,FM,2,145.2000,145.2000,APRSAU,Wicen,,,,,,,,-,,,0,0,,SIMPLEX,OFF,OFF,,,,,,,,,5,
32,2-FM,APRISS,FM,2,145.8250,145.8250,APRISS,APRISS,,,,,,,,-,,,0,0,,SIMPLEX,OFF,OFF,,,,,,,,,5,
33,2-FM,APRSAR,FM,2,144.9300,144.9300,APRSAR,APRSAR,,,,,,,,-,,,0,0,,SIMPLEX,OFF,OFF,,,,,,,,,5,
33,2-FM,APRSBR,FM,2,145.5750,145.5750,APRSBR,APRSBR,,,,,,,,-,,,0,0,,SIMPLEX,OFF,OFF,,,,,,,,,5,
33,2-FM,APRSCN,FM,2,144.6400,144.6400,APRSCN,APRSCN,,,,,,,,-,,,0,0,,SIMPLEX,OFF,OFF,,,,,,,,,5,
33,2-FM,APRSCR,FM,2,144.8000,144.8000,APRSCR,APRSCR,,,,,,,,-,,,0,0,,SIMPLEX,OFF,OFF,,,,,,,,,5,
33,2-FM,APRSEU,FM,2,144.8000,144.8000,APRSEU,APRSEU,,,,,,,,-,,,0,0,,SIMPLEX,OFF,OFF,,,,,,,,,5,
33,2-FM,APRSJP,FM,2,144.6600,144.6600,APRSJP,APRSJP,,,,,,,,-,,,0,0,,SIMPLEX,OFF,OFF,,,,,,,,,5,
33,2-FM,APRSKO,FM,2,144.6200,144.6200,APRSKO,APRSKO,,,,,,,,-,,,0,0,,SIMPLEX,OFF,OFF,,,,,,,,,5,
33,2-FM,APRSNZ,FM,2,144.5750,144.5750,APRSNZ,APRSNZ,,,,,,,,-,,,0,0,,SIMPLEX,OFF,OFF,,,,,,,,,5,
33,2-FM,APRSTH,FM,2,144.5250,144.5250,APRSTH,APRSTH,,,,,,,,-,,,0,0,,SIMPLEX,OFF,OFF,,,,,,,,,5,
33,2-FM,APRSUS,FM,2,144.3900,144.3900,APRSUS,APRSUS,,,,,,,,-,,,0,0,,SIMPLEX,OFF,OFF,,,,,,,,,5,
33,2-FM,APRSVE,FM,2,145.0100,145.0100,APRSVE,APRSVE,,,,,,,,-,,,0,0,,SIMPLEX,OFF,OFF,,,,,,,,,5,
A,6-DV,VK3RSD B,DV,DST,438.2750,432.8750,VK3RSD B,-,portable,Statewide (Scouts),O,-,-,-,VSA,-,96,,5.400,5.400,-,MINUS,DUP-,-RPT,,,,,,,,,5,
A,6-DV,VK3RSD C,DV,DST,146.8875,146.2875,VK3RSD C,-,portable,Statewide (Scouts),O,-,-,-,VSA,-,,,0.600,0.600,-,MINUS,DUP-,-RPT,,,,,,,,,5,
A,6-DV,VK3RWW B,DV,DST,438.1500,432.7500,VK3RWW B,-,portable,Nation wide (G),O,25,-,3,WIA,-,96,,5.400,5.400,-,MINUS,DUP-,-RPT,,,,,,,,,5,
A,6-DV,VK3RWW B,DV,DST,438.3000,432.9000,VK3RWW B,-,portable,Nation wide (G) 6/15,X,25,-,3,WIA,-,96,,5.400,5.400,-,MINUS,DUP-,-RPT,,,,,,,,,5,
A,1-SIM,S27125,FM,7,432.7125,432.7125,S27125,S27125,SYDROZ 4327125,,,,,,,-,,,0,0,,SIMPLEX,OFF,OFF,,,,,,,,,5,6
A,1-SIM,S7025,FM,2,147.0250,147.0250,S7025,S7025,Paddo 147025,,,,,,,-,,,0,0,,SIMPLEX,OFF,OFF,,,,,,,,,5,6
A,1-SIM,S7625,FM,2,147.6250,147.6250,S7625,S7625,Paddo 147625,,,,,,,-,,,0,0,,SIMPLEX,OFF,OFF,,,,,,,,,5,6
A,1-SIM,S81125,FM,7,438.1125,438.1125,S81125,S81125,SYDROZ 4381125,,,,,,,-,,,0,0,,SIMPLEX,OFF,OFF,,,,,,,,,5,6
A,1-SIM,W3800,FM,7,433.8000,433.8000,W3800,W3800,Wicen,,,,,,,-,,,0,0,,SIMPLEX,OFF,OFF,,,,,,,,,5,6
A,1-SIM,W7125,FM,2,147.1250,147.1250,W7125,W7125,Wicen 7125 Out,,,,,,,-,,,0,0,,SIMPLEX,OFF,OFF,,,,,,,,,5,6
A,1-SIM,W7150,FM,2,147.1500,147.1500,W7150,W7150,Wicen 7150 Out,,,,,,,-,,,0,0,,SIMPLEX,OFF,OFF,,,,,,,,,5,6
A,1-SIM,W7175,FM,2,147.1750,147.1750,W7175,W7175,Wicen 7175 Out,,,,,,,-,,,0,0,,SIMPLEX,OFF,OFF,,,,,,,,,5,6
A,1-SIM,W7500,FM,2,147.5000,147.5000,W7500,W7750,Wicen Simp,,,,,,,-,,,0,0,,SIMPLEX,OFF,OFF,,,,,,,,,5,6
A,1-SIM,W7725,FM,2,147.7250,147.7250,W7725,W7725,Wicen 7125 Rev,,,,,,,-,,,0,0,,SIMPLEX,OFF,OFF,,,,,,,,,5,6
A,1-SIM,W7750,FM,2,147.7500,147.7500,W7750,W7750,Wicen 7150 Rev,,,,,,,-,,,0,0,,SIMPLEX,OFF,OFF,,,,,,,,,5,6
A,1-SIM,W7775,FM,2,147.7750,147.7750,W7775,W7775,Wicen 7175 Rev,,,,,,,-,,,0,0,,SIMPLEX,OFF,OFF,,,,,,,,,5,6
A,1-SIM,W8275,FM,7,438.2750,438.2750,W8275,W8275,Wicen,,,,,,,-,,,0,0,,SIMPLEX,OFF,OFF,,,,,,,,,5,6
A,1-SIM,W8625,FM,7,438.6250,438.6250,W8625,W8625,Wicen,,,,,,,-,,,0,0,,SIMPLEX,OFF,OFF,,,,,,,,,5,6
A,1-SIM,W8800,FM,7,438.8000,438.8000,W8800,W8800,Wicen,,,,,,,-,,,0,0,,SIMPLEX,OFF,OFF,,,,,,,,,5,6
A,1-SIM,W9925,FM,7,439.9250,439.9250,W9925,W9925,Wicen,,,,,,,-,,,0,0,,SIMPLEX,OFF,OFF,,,,,,,,,5,6
A,1-SIM,W9975,FM,7,439.9750,439.9750,W9975,W9975,Wicen,,,,,,,-,,,0,0,,SIMPLEX,OFF,OFF,,,,,,,,,5,6
A,2-FM,VK1RWP 2,FM,2,147.1250,147.7250,VK1RWP,-,portable,ACT WICEN,O,20,-,-,1ACA,-,,,-0.600,0.600,+,PLUS,DUP+,+RPT,,,,,,,,,5,
A,2-FM,VK1RWP 2,FM,2,147.1500,147.7500,VK1RWP,-,portable,ACT WICEN,O,20,-,-,1ACA,-,,,-0.600,0.600,+,PLUS,DUP+,+RPT,,,,,,,,,5,
A,2-FM,VK1RWP 2,FM,2,147.1750,147.7750,VK1RWP,-,portable,ACT wide WICEN,O,-,-,-,1ACA,-,,,-0.600,0.600,+,PLUS,DUP+,+RPT,,,,,,,,,5,
A,2-FM,VK2RAV 2,FM,2,147.1250,147.7250,VK2RAV,-,portable,Statewide WICEN,O,10,-,3,NWN,-,,,-0.600,0.600,+,PLUS,DUP+,+RPT,,,,,,,,,5,
A,2-FM,VK2RAV 2,FM,2,147.1500,147.7500,VK2RAV,-,portable,Statewide WICEN,O,10,-,3,NWN,-,,,-0.600,0.600,+,PLUS,DUP+,+RPT,,,,,,,,,5,
A,2-FM,VK2RAV 2,FM,2,147.1750,147.7750,VK2RAV,-,portable,Statewide WICEN,O,10,-,3,NWN,-,,,-0.600,0.600,+,PLUS,DUP+,+RPT,,,,,,,,,5,
A,2-FM,VK2REP 2,FM,2,147.1750,147.7750,VK2REP,-,portable,Statewide WICEN,O,-,-,-,NWN,-,,,-0.600,0.600,+,PLUS,DUP+,+RPT,,,,,,,,,5,
A,2-FM,VK2RFI 2,FM,2,147.1750,147.7750,VK2RFI,-,portable,Hunter region WICEN,O,-,-,-,NWN,-,,,-0.600,0.600,+,PLUS,DUP+,+RPT,,,,,,,,,5,
A,2-FM,VK3RPW 2,FM,2,146.9250,146.3250,VK3RPW,-,portable,Statewide WICEN,O,-,-,-,VWN,-,,,0.600,0.600,-,MINUS,DUP-,-RPT,,,,,,,,,5,
A,2-FM,VK3RSR 2,FM,2,146.9750,146.3750,VK3RSR,-,portable,Statewide,O,20,-,-,VSA,-,40,,0.600,0.600,-,MINUS,DUP-,-RPT,,,,,,,,,5,
A,2-FM,VK3RWE 2,FM,2,146.9250,146.3250,VK3RWE,-,portable,Statewide WICEN,O,-,-,-,VWN,-,,,0.600,0.600,-,MINUS,DUP-,-RPT,,,,,,,,,5,
A,2-FM,VK3RWE 2,FM,2,147.3000,147.9000,VK3RWE,-,portable,Statewide WICEN,O,-,-,-,3WI,-,,,-0.600,0.600,+,PLUS,DUP+,+RPT,,,,,,,,,5,
A,2-FM,VK3RWI 2,FM,2,146.9250,146.3250,VK3RWI,-,portable,Statewide WICEN,O,-,-,-,VWN,-,,,0.600,0.600,-,MINUS,DUP-,-RPT,,,,,,,,,5,
A,2-FM,VK3RWP 2,FM,2,146.9250,146.3250,VK3RWP,-,portable,Statewide WICEN,O,20,-,-,3WI,-,,,0.600,0.600,-,MINUS,DUP-,-RPT,,,,,,,,,5,
A,2-FM,VK3RWP 2,FM,2,147.3000,147.9000,VK3RWP,-,portable,Statewide WICEN,O,20,-,-,3WI,-,,,-0.600,0.600,+,PLUS,DUP+,+RPT,,,,,,,,,5,
A,2-FM,VK3RWR 2,FM,2,146.9250,146.3250,VK3RWR,-,portable,Statewide WICEN,O,-,-,-,VWN,-,,,0.600,0.600,-,MINUS,DUP-,-RPT,,,,,,,,,5,
A,2-FM,VK3RWR 2,FM,2,147.3000,147.9000,VK3RWR,-,portable,Statewide WICEN,O,-,-,-,3WI,-,,,-0.600,0.600,+,PLUS,DUP+,+RPT,,,,,,,,,5,
A,2-FM,VK4RWI 2,FM,2,147.1500,147.7500,VK4RWI,-,portable,Statewide WICEN 6/15,P,-,-,-,QWN,-,95,,-0.600,0.600,+,PLUS,DUP+,+RPT,,,,,,,,,5,
A,2-FM,WicenPkt,FM,2,145.2000,145.2000,WICENP,WICENP,WICEN PKT,,,,,,,-,,,0,0,,SIMPLEX,OFF,OFF,,,,,,,,,5,6
A,3-FM,VK1RWP 7,FM,7,439.9250,434.9250,VK1RWP,-,portable,VK1 WICEN,O,20,-,-,1ACA,-,,,5.000,5.000,-,MINUS,DUP-,-RPT,,,,,,,,,5,
A,3-FM,VK1RWP 7,FM,7,439.9750,434.9750,VK1RWP,-,portable,VK1 WICEN,O,20,-,-,1ACA,-,,,5.000,5.000,-,MINUS,DUP-,-RPT,,,,,,,,,5,
A,3-FM,VK2RAF 7,FM,7,439.9250,434.9250,VK2RAF,-,portable,Statewide WICEN,O,10,-,-,NWN,-,,,5.000,5.000,-,MINUS,DUP-,-RPT,,,,,,,,,5,
A,3-FM,VK2RAH 7,FM,7,439.8750,434.8750,VK2RAH,-,portable,Statewide WICEN,O,-,-,-,NWN,-,,,5.000,5.000,-,MINUS,DUP-,-RPT,,,,,,,,,5,
A,3-FM,VK2RAV 7,FM,7,439.5250,434.5250,VK2RAV,-,portable,Statewide WICEN,O,10,-,-,NWN,-,,,5.000,5.000,-,MINUS,DUP-,-RPT,,,,,,,,,5,
A,3-FM,VK2RFI 7,FM,7,439.6250,434.6250,VK2RFI,-,portable,Hunter region WICEN,O,25,-,-,NWN,-,,,5.000,5.000,-,MINUS,DUP-,-RPT,,,,,,,,,5,
A,3-FM,VK3RPW 7,FM,7,438.2750,433.2750,VK3RPW,-,portable,Statewide WICEN,O,-,-,-,VWN,-,,,5.000,5.000,-,MINUS,DUP-,-RPT,,,,,,,,,5,
A,3-FM,VK3RPW 7,FM,7,438.6250,433.6250,VK3RPW,-,portable,Statewide WICEN,O,-,-,-,VWN,-,,,5.000,5.000,-,MINUS,DUP-,-RPT,,,,,,,,,5,
A,3-FM,VK3RSS 7,FM,7,439.9750,434.9750,VK3RSS,-,portable,Statewide,O,-,-,-,VSA,-,40,,5.000,5.000,-,MINUS,DUP-,-RPT,,,,,,,,,5,
A,3-FM,VK3RWE 7,FM,7,438.2750,433.2750,VK3RWE,-,portable,Statewide WICEN,O,-,-,-,VWN,-,,,5.000,5.000,-,MINUS,DUP-,-RPT,,,,,,,,,5,
A,3-FM,VK3RWE 7,FM,7,438.6250,433.6250,VK3RWE,-,portable,Statewide,O,-,-,-,VWN,-,,,5.000,5.000,-,MINUS,DUP-,-RPT,,,,,,,,,5,
A,3-FM,VK3RWI 7,FM,7,438.2750,433.2750,VK3RWI,-,portable,Statewide WICEN,O,-,-,-,VWN,-,,,5.000,5.000,-,MINUS,DUP-,-RPT,,,,,,,,,5,
A,3-FM,VK3RWI 7,FM,7,438.6250,433.6250,VK3RWI,-,portable,Statewide WICEN,O,5,-,-,VWN,-,,,5.000,5.000,-,MINUS,DUP-,-RPT,,,,,,,,,5,
A,3-FM,VK3RWP 7,FM,7,438.6250,433.6250,VK3RWP,-,portable,Statewide,O,-,-,-,VWN,-,,,5.000,5.000,-,MINUS,DUP-,-RPT,,,,,,,,,5,
